N,MB,min,avgMin,avg,avgMax,max
41,3040.0,98.5,199.1,233.5,241.5,248.9
42,3116.0,95.3,139.5,232.9,240.8,246.9
43,3192.0,85.1,139.4,206.4,233.7,250.4
44,3268.0,99.1,182.6,233.8,242.5,249.2
45,3344.0,94.5,184.7,233.4,242.6,247.8
46,3420.0,101.2,101.2,235.2,242.2,247.5
47,3496.0,31.4,147.2,196.6,235.4,248.5
48,3572.0,96.2,169.9,221.5,239.3,247.1
49,3648.0,91.2,182.8,216.9,229.0,244.3
50,3724.0,98.1,166.0,233.9,241.5,247.3
51,3800.0,93.9,95.9,223.1,237.4,241.4
52,3876.0,90.5,186.9,223.4,235.1,239.4
53,3952.0,97.5,192.2,212.8,227.1,235.4
54,4028.0,93.1,187.4,215.1,236.1,243.0
55,4104.0,101.6,164.1,237.1,246.5,251.7
56,4180.0,99.2,99.2,237.7,245.5,250.3
57,4256.0,97.8,159.9,236.1,245.3,251.9
58,4332.0,94.6,94.6,236.9,245.9,249.3
59,4408.0,95.9,95.9,238.4,246.2,251.1
60,4484.0,92.7,95.3,219.7,243.3,248.3
61,4560.0,97.5,162.3,234.9,243.7,249.1
62,4636.0,94.8,143.1,232.0,243.1,249.6
63,4712.0,99.8,166.7,235.5,243.4,250.1
64,4788.0,92.7,94.7,225.1,239.9,247.2
65,4864.0,94.7,94.7,228.8,236.4,239.5
66,4940.0,98.6,98.6,229.1,237.3,243.0
67,5016.0,97.0,97.0,232.8,239.6,246.8
68,5092.0,99.1,144.0,232.2,241.4,249.7
69,5168.0,93.6,182.3,232.4,242.4,248.6
70,5244.0,97.7,97.7,236.3,243.8,249.2
71,5320.0,89.6,89.6,236.7,245.0,250.1
72,5396.0,31.3,126.7,226.2,244.7,252.6
73,5472.0,93.4,93.4,221.0,244.2,248.1
74,5548.0,94.1,187.7,231.8,242.0,250.8
75,5624.0,93.8,93.8,230.7,238.1,245.0
76,5700.0,97.9,163.2,226.8,240.7,246.0
77,5776.0,92.3,95.4,223.4,238.1,242.8
78,5852.0,98.2,98.2,230.4,238.0,243.7
79,5928.0,94.2,94.2,234.5,242.8,247.6
80,6004.0,96.1,161.1,233.8,242.2,247.7
81,6080.0,93.2,142.1,234.9,243.0,249.1
82,6156.0,96.8,96.8,233.4,243.8,249.0
83,6232.0,98.5,98.5,235.6,243.3,246.7
84,6308.0,97.0,180.4,221.8,233.7,248.0
85,6384.0,93.3,187.6,221.7,232.7,247.6
86,6460.0,92.9,170.9,206.6,237.5,246.1
87,6536.0,91.6,176.1,220.8,230.5,247.0
88,6612.0,99.0,99.0,236.0,243.1,248.8
89,6688.0,95.9,159.8,234.5,243.1,246.9
90,6764.0,98.8,101.3,227.9,243.4,248.3
91,6840.0,99.5,99.5,235.5,243.3,248.2
92,6916.0,99.3,183.7,221.9,236.8,247.0
93,6992.0,94.6,160.2,231.4,242.2,246.7
94,7068.0,97.3,140.5,235.1,243.2,249.2
95,7144.0,100.8,196.3,233.9,243.7,246.9
96,7220.0,97.3,164.1,233.8,241.4,245.6
97,7296.0,33.0,121.7,220.5,238.7,249.4
98,7372.0,96.0,96.0,235.9,243.5,248.3
99,7448.0,96.9,134.9,223.5,241.9,246.5
100,7524.0,99.1,171.9,223.7,240.0,248.4
101,7600.0,1.9,112.7,215.3,240.5,249.3
102,7676.0,101.7,190.8,235.8,244.0,248.7
103,7752.0,96.3,142.6,233.6,243.3,247.8
104,7828.0,94.1,164.5,235.2,243.4,248.4
105,7904.0,101.1,152.7,234.9,244.5,248.8
106,7980.0,93.4,196.1,225.8,235.3,244.8
107,8056.0,98.9,163.5,228.9,239.1,247.2
108,8132.0,94.0,159.1,204.4,235.9,246.7
109,8208.0,96.9,96.9,232.8,241.1,244.8
110,8284.0,104.2,148.8,232.2,242.1,248.2
111,8360.0,94.8,94.8,234.8,243.0,250.7
112,8436.0,1.9,84.3,210.3,242.5,246.7
113,8512.0,89.3,192.9,230.5,243.7,246.5
114,8588.0,95.2,198.3,235.2,245.0,250.5
115,8664.0,2.0,76.3,223.2,240.7,247.6
116,8740.0,94.6,92.3,235.6,243.3,247.3
117,8816.0,2.0,143.2,222.7,242.8,247.8
118,8892.0,89.4,153.2,230.7,243.1,249.5
119,8968.0,92.8,183.5,231.9,240.8,245.5
120,9044.0,2.0,91.8,217.8,242.2,248.4
121,9120.0,33.3,75.6,212.5,237.5,245.5
122,9196.0,2.0,108.4,219.4,240.9,248.8
123,9272.0,89.3,89.3,236.7,244.9,249.9
124,9348.0,96.3,157.2,235.5,245.3,250.0
125,9424.0,2.0,147.8,222.8,245.7,249.9
126,9500.0,91.2,91.2,237.2,245.8,248.2
127,9576.0,2.0,109.6,213.4,240.6,247.6
128,9652.0,88.2,182.4,224.1,234.7,241.2
129,9728.0,96.4,165.3,237.1,245.3,252.2
130,9804.0,1.9,138.5,199.6,241.0,250.2
131,9880.0,88.4,160.8,234.0,242.5,247.9
132,9956.0,2.0,114.0,214.4,242.1,247.4
133,10032.0,92.3,186.7,235.0,244.5,249.1
134,10108.0,2.0,88.0,222.8,243.4,248.0
135,10184.0,96.2,162.2,233.1,245.3,249.7
136,10260.0,91.9,159.5,223.5,239.6,249.8
137,10336.0,2.0,126.5,204.2,233.1,244.4
138,10412.0,89.2,161.1,234.6,244.3,249.3
139,10488.0,2.0,77.8,209.1,239.4,249.7
140,10564.0,57.3,65.0,173.6,239.6,249.9
141,10640.0,37.5,54.0,84.8,204.5,227.6
142,10716.0,96.8,175.3,220.6,230.6,233.9
143,10792.0,2.0,82.3,210.5,233.8,248.2
144,10868.0,98.4,134.8,222.0,229.4,231.7
145,10944.0,2.0,67.9,198.6,229.7,240.7
146,11020.0,99.2,201.4,225.8,240.4,246.3
147,11096.0,91.6,187.3,227.3,245.3,249.6
148,11172.0,2.0,118.0,214.2,239.9,248.6
149,11248.0,93.8,158.4,214.6,241.3,248.3
150,11324.0,1.9,109.1,207.9,237.3,247.4
151,11400.0,92.1,158.0,233.4,243.9,250.5
152,11476.0,89.9,160.0,235.4,243.8,248.0
153,11552.0,2.0,122.7,205.8,230.9,245.9
154,11628.0,93.4,183.0,233.6,242.2,247.0
155,11704.0,2.0,164.1,214.4,237.2,248.1
156,11780.0,93.7,192.8,222.0,238.3,248.0
157,11856.0,90.6,182.8,235.1,244.4,248.1
158,11932.0,2.0,151.1,178.6,223.6,234.5
159,12008.0,94.0,196.3,229.5,245.5,249.3
160,12084.0,2.0,116.3,218.3,236.0,248.5
161,12160.0,94.3,159.1,224.5,232.3,237.6
162,12236.0,2.0,54.7,206.4,233.8,248.7
163,12312.0,90.1,168.5,217.8,237.1,245.5
164,12388.0,95.7,160.9,227.2,234.9,238.9
165,12464.0,2.0,152.8,214.6,237.3,245.2
166,12540.0,93.5,135.9,234.0,243.0,247.6
167,12616.0,2.0,111.6,211.6,242.3,249.5
168,12692.0,90.2,143.9,219.1,234.9,238.4
169,12768.0,95.4,95.4,226.8,233.9,238.6
170,12844.0,88.8,153.8,217.1,228.9,237.1
171,12920.0,2.0,133.8,186.9,236.7,248.7
172,12996.0,95.2,154.7,225.2,238.9,248.5
173,13072.0,2.0,137.0,205.4,223.1,232.3
174,13148.0,96.5,179.9,226.8,241.1,245.7
175,13224.0,2.0,59.5,220.0,241.1,247.2
176,13300.0,91.7,164.2,220.0,238.3,246.4
177,13376.0,57.7,177.9,221.4,241.2,244.4
178,13452.0,2.0,153.3,216.4,239.4,246.7
179,13528.0,89.1,198.3,219.0,243.6,248.9
180,13604.0,2.0,109.3,207.3,242.9,248.8
181,13680.0,92.6,92.6,235.4,246.0,251.1
182,13756.0,89.7,154.4,235.3,244.2,251.8
183,13832.0,2.0,157.1,220.4,242.8,244.6
184,13908.0,90.5,155.6,215.0,241.4,249.0
185,13984.0,2.0,143.1,220.8,241.1,250.3
