N,MB,min,avgMin,avg,avgMax,max
173,13072.0,247.7,362.7,434.7,475.1,487.6
174,13148.0,400.1,438.5,472.4,482.5,491.1
175,13224.0,435.1,463.9,489.8,498.6,510.8
176,13300.0,198.7,322.8,436.4,473.9,506.0
177,13376.0,460.5,480.6,490.0,502.4,513.2
178,13452.0,181.4,319.8,424.5,457.5,472.0
179,13528.0,325.6,392.0,469.7,485.8,506.1
180,13604.0,437.2,469.5,484.4,499.0,515.4
181,13680.0,258.7,373.9,460.6,487.2,509.5
182,13756.0,385.6,461.1,483.1,494.6,506.5
183,13832.0,407.0,435.5,466.4,483.8,510.1
184,13908.0,226.5,395.7,457.3,485.9,506.1
185,13984.0,408.2,458.5,483.3,492.2,501.6
186,14060.0,285.9,332.7,480.0,496.4,511.2
187,14136.0,238.8,353.5,456.3,484.1,505.6
188,14212.0,399.1,451.0,474.2,489.2,501.7
189,14288.0,189.4,323.6,431.9,473.2,493.8
190,14364.0,391.2,423.7,467.7,486.6,520.2
191,14440.0,248.8,439.3,481.3,502.3,516.8
192,14516.0,242.3,373.3,466.7,490.1,515.5
193,14592.0,423.7,461.2,485.5,503.6,529.7
194,14668.0,242.3,327.7,412.6,457.8,477.9
195,14744.0,239.9,324.3,439.8,476.2,516.5
196,14820.0,378.7,456.6,470.1,487.0,508.9
197,14896.0,390.5,454.9,487.9,501.0,516.0
198,14972.0,435.5,470.8,481.3,490.7,494.9
199,15048.0,456.9,466.7,488.5,498.0,509.1
200,15124.0,251.0,394.6,457.4,481.2,496.8
201,15200.0,240.6,343.9,465.3,483.8,509.5
202,15276.0,404.1,438.9,478.7,498.5,517.7
203,15352.0,368.7,417.1,458.9,477.6,491.0
204,15428.0,443.8,478.9,488.1,495.7,503.1
205,15504.0,245.1,338.8,436.0,466.3,494.3
206,15580.0,413.4,464.0,476.5,486.6,504.7
207,15656.0,230.7,372.9,438.8,478.4,513.5
208,15732.0,361.8,447.3,479.1,490.4,519.8
209,15808.0,412.1,456.7,476.6,494.6,514.3
210,15884.0,441.4,454.0,472.8,490.0,508.9
211,15960.0,276.8,401.5,473.7,491.0,508.6
212,16036.0,457.8,471.5,484.3,500.1,517.7
213,16112.0,422.5,435.9,482.1,495.0,516.9
214,16188.0,391.9,450.3,474.0,483.0,488.6
215,16264.0,255.3,364.6,455.0,480.4,511.7
216,16340.0,247.8,388.7,451.4,465.7,495.5
217,16416.0,398.7,461.0,478.2,495.8,514.3
218,16492.0,277.6,401.0,477.7,492.8,508.4
219,16568.0,414.9,460.9,481.5,493.9,507.1
220,16644.0,389.2,431.5,475.0,485.4,506.2
221,16720.0,208.8,383.1,441.7,462.2,487.4
222,16796.0,400.0,457.4,483.7,494.1,514.0
223,16872.0,418.8,465.6,482.3,495.2,515.1
224,16948.0,388.4,436.1,482.0,490.2,499.2
225,17024.0,446.9,467.8,483.5,489.5,495.0
226,17100.0,317.6,452.2,463.4,492.2,508.5
227,17176.0,230.8,411.9,453.5,486.3,504.5
228,17252.0,295.7,381.8,458.6,482.2,518.0
229,17328.0,422.1,443.2,489.6,501.3,509.9
230,17404.0,455.9,470.2,480.9,491.6,512.7
